numero_nfse;data_emissao;tipo_entidade;municipio;cliente_nome;valor_mensal;pago_ou_não;
1758;10/12/2025;municipio;BARROCAS;MUNICIPIO DE BARROCAS;9000;Não;
1759;10/12/2025;municipio;BARROCAS;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS;4000;Não;
1760;10/12/2025;municipio;BARROCAS;MUNICIPIO DE BARROCAS;4000;Não;
1761;10/12/2025;municipio;BARROCAS;FUNDO MUNICIPAL DE SAUDE;4000;Não;
1762;10/12/2025;municipio;BARROCAS;MUNICIPIO DE BARROCAS;4500;Não;
1763;10/12/2025;municipio;BARROCAS;MUNICIPIO DE BARROCAS;4500;Não;
1764;10/12/2025;municipio;BOA VISTA DO TUPIM;MUNICIPIO DE BOA VISTA DO TUPIM;6500;Sim;
1765;10/12/2025;municipio;BOM JESUS DA LAPA;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL FMAS;4000;;
1767;10/12/2025;municipio;BOA VISTA DO TUPIM;FUNDO MUNICIPAL DE SAUDE FUNSAUDE;4000;Sim;
1768;10/12/2025;municipio;BOA VISTA DO TUPIM;MUNICIPIO DE BOA VISTA DO TUPIM;4500;Sim;
1770;10/12/2025;municipio;BURITIRAMA;MUNICIPIO DE BURITIRAMA;14000;Sim;
1771;10/12/2025;municipio;BURITIRAMA;SECRETARIA MUNICIPAL DE EDUCACAO;9000;Sim;
1772;10/12/2025;municipio;BURITIRAMA;FUNDO MUNICIPAL DE SAUDE DE BURITIRAMA;9000;Sim;
1773;10/12/2025;municipio;BURITIRAMA;MUNICIPIO DE BURITIRAMA;8100;Sim;
1774;10/12/2025;municipio;PAULO AFONSO;CONSORCIO PUBLICO INTERFEDERATIVO DE SAUDE DA REGIAO DE PAULO AFONSO;10000;Sim;
1775;10/12/2025;municipio;PAULO AFONSO;CONSORCIO PUBLICO INTERFEDERATIVO DE SAUDE DA REGIAO DE PAULO AFONSO;10000;Sim;
1776;10/12/2025;municipio;CONCEIÇÃO DA FEIRA;MUNICIPIO DE CONCEICAO DA FEIRA;6500;;
1777;10/12/2025;municipio;BOM JESUS DA LAPA;MUNICIPIO DE BOM JESUS DA LAPA;21000;Sim;
1778;10/12/2025;municipio;BOM JESUS DA LAPA;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS;3000;Sim;
1779;10/12/2025;municipio;BOM JESUS DA LAPA;FUNDO MUNICIPAL DE EDUCACAO DO MUNICIPIO DE BOM JESUS DA LAPA;3000;Sim;
1780;10/12/2025;municipio;BOM JESUS DA LAPA;NOME EMPRESARIAL FUNDO MUNICIPAL DE SAUDE DE BOM JESUS DA LAPA;3000;Sim;
1781;10/12/2025;municipio;BOM JESUS DA LAPA;MUNICIPIO DE BOM JESUS DA LAPA;15000;Sim;
1782;10/12/2025;municipio;BOM JESUS DA LAPA;MUNICIPIO DE BOM JESUS DA LAPA;30000;Sim;
1783;10/12/2025;municipio;BOM JESUS DA LAPA;MUNICIPIO DE BOM JESUS DA LAPA;15000;Sim;
1784;11/12/2025;municipio;BARRA DO ROCHA;MUNICIPIO DE BARRA DO ROCHA;10000;Não;
1785;11/12/2025;municipio;BARRA DO ROCHA;FUNDO MUNICIPAL DE SAUDE DE BARRA DO ROCHA-BA;4400;Sim;
1786;11/12/2025;municipio;BARRA DO ROCHA;SECRETARIA MUNICIPAL DE EDUCACAO, CULTURA, ESPORTES E LAZER;4600;Não;
1787;11/12/2025;municipio;BARRA DO ROCHA;SECRETARIA MUNICIPAL DE EDUCACAO, CULTURA, ESPORTES E LAZER;19000;Não;
1788;11/12/2025;municipio;MUQUÉM DE SÃO FRANCISCO;MUNICIPIO DE MUQUEM DO SAO FRANCISCO;16000;Sim;
1789;11/12/2025;municipio;MUQUÉM DE SÃO FRANCISCO;FUNDO MUNICIPAL DE SAUDE;5000;Sim;
1790;11/12/2025;municipio;MUQUÉM DE SÃO FRANCISCO;SECRETARIA MUNICIPAL DA EDUCACAO SEMED;4000;Sim;
1791;11/12/2025;municipio;MUQUÉM DE SÃO FRANCISCO;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL;2000;Sim;
1792;11/12/2025;municipio;MUQUÉM DE SÃO FRANCISCO;MUNICIPIO DE MUQUEM DO SAO FRANCISCO;4500;Sim;
1793;11/12/2025;municipio;MUQUÉM DE SÃO FRANCISCO;SECRETARIA MUNICIPAL DA EDUCACAO SEMED;4500;Sim;
1794;11/12/2025;municipio;MUQUÉM DE SÃO FRANCISCO;MUNICIPIO DE MUQUEM DO SAO FRANCISCO;20000;Sim;
1796;11/12/2025;municipio;SEABRA;MUNICIPIO DE SEABRA;15000;Sim;
1797;11/12/2025;municipio;SEABRA;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE SEABRA;5000;Sim;
1798;11/12/2025;municipio;SEABRA;FUNDO MUNICIPAL DE SAUDE;5000;Sim;
1799;11/12/2025;municipio;SEABRA;FUNDO MUNICIPAL DE EDUCACAO - FME;5000;Sim;
1800;11/12/2025;municipio;SEABRA;MUNICIPIO DE SEABRA;9600;Sim;
1801;11/12/2025;municipio;SEABRA;MUNICIPIO DE SEABRA;15000;Sim;
1802;11/12/2025;municipio;SEABRA;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE SEABRA;5000;Sim;
1803;11/12/2025;municipio;SEABRA;FUNDO MUNICIPAL DE SAUDE;5000;Sim;
1804;11/12/2025;municipio;SEABRA;FUNDO MUNICIPAL DE EDUCACAO - FME;5000;Sim;
1806;11/12/2025;municipio;OLIVEIRA DOS BREJINHOS;PREFEITURA MUNICIPAL DE OLIVEIRA DOS BREJINHOS;12000;Sim;
1807;11/12/2025;municipio;OLIVEIRA DOS BREJINHOS;FUNDO MUNIC. DE ASS. SOCIAL - OLIV. DOS BREJINHOS;8000;Sim;
1808;11/12/2025;municipio;OLIVEIRA DOS BREJINHOS;SECRETARIA DE EDUCACAO DE OLIVEIRA DOS BREJINHOS;9000;Sim;
1809;11/12/2025;municipio;OLIVEIRA DOS BREJINHOS;SECRETARIA MUNICIPAL DE SAUDE - CNES 3238334;9000;Sim;
1810;11/12/2025;municipio;OLIVEIRA DOS BREJINHOS;SECRETARIA DE EDUCACAO DE OLIVEIRA DOS BREJINHOS;8000;Sim;
1812;11/12/2025;municipio;PEDRO ALEXANDRE;MUNICIPIO DE PEDRO ALEXANDRE;18000;Sim;
1813;11/12/2025;municipio;PEDRO ALEXANDRE;FUNDO MUNICIPAL DE SAUDE;7000;Não;
1814;11/12/2025;municipio;PEDRO ALEXANDRE;MUNICIPIO DE PEDRO ALEXANDRE;18000;Não;
1815;11/12/2025;municipio;PEDRO ALEXANDRE;FUNDO MUNICIPAL DE SAUDE;7000;Sim;
1816;11/12/2025;municipio;QUIJINGUE;MUNICIPIO DE QUIJINGUE;13000;Sim;
1817;11/12/2025;municipio;QUIJINGUE;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL;5000;Sim;
1818;11/12/2025;municipio;QUIJINGUE;SECRETARIA MUNICIPAL DA EDUCACAO;6000;Sim;
1819;11/12/2025;municipio;QUIJINGUE;FUNDO MUNICIPAL DE SAUDE DE QUIJINGUE;6000;Sim;
1820;11/12/2025;municipio;QUIJINGUE;SECRETARIA MUNICIPAL DA EDUCACAO;30000;Sim;
1821;11/12/2025;municipio;SANTA BÁRBARA;MUNICIPIO DE SANTA BARBARA;15000;Sim;
1822;11/12/2025;municipio;SANTA BÁRBARA;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS;4500;Sim;
1823;11/12/2025;municipio;SANTA BÁRBARA;SECRETARIA MUNICIPAL DE EDUCACAO DE SANTA BARBARA;6500;Sim;
1824;11/12/2025;municipio;SANTA BÁRBARA;UMSAUDE - FUNDO MUNICIPAL DE SAUDE DE SANTA BARBARA;6500;Sim;
1825;11/12/2025;municipio;SÃO FELIPE;MUNICIPIO DE SAO FELIPE;12000;Sim;
1826;11/12/2025;municipio;SÃO FELIPE;FUNDO MUNICIPAL DE ACAO SOCIAL;3000;Sim;
1827;11/12/2025;municipio;SÃO FELIPE;SECRETARIA MUNICIPAL DE EDUCACAO DE SAO FELIPE;4000;Sim;
1828;11/12/2025;municipio;SÃO FELIPE;FUNDO MUNICIPAL DE SAUDE;6000;Sim;
1829;11/12/2025;municipio;SÃO FELIPE;MUNICIPIO DE SAO FELIPE;10000;Sim;
1830;11/12/2025;municipio;SÃO FELIPE;SECRETARIA MUNICIPAL DE EDUCACAO DE SAO FELIPE;25000;Sim;
1831;11/12/2025;municipio;SÃO MIGUEL DAS MATAS;MUNICIPIO DE SAO MIGUEL DAS MATAS;20625;Sim;
1832;11/12/2025;municipio;SÃO MIGUEL DAS MATAS;MUNICIPIO DE SAO MIGUEL DAS MATAS;7667;Sim;
1833;11/12/2025;municipio;SOUTO SOARES;MUNICIPIO DE SOUTO SOARES;6000;Sim;
1834;11/12/2025;municipio;SOUTO SOARES;FUNDO MUNICIPAL DE SAUDE DE SOUTO SOARES;4000;Sim;
1835;11/12/2025;municipio;SOUTO SOARES;FUNDO MUNICIPAL DE EDUCACAO DE SOUTO SOARES;4000;Sim;
1836;11/12/2025;municipio;SOUTO SOARES;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE SOUTO SOARES;4000;Sim;
1837;11/12/2025;municipio;WENCESLAU GUIMARÃES;MUNICIPIO DE WENCESLAU GUIMARAES;18000;Sim;
1838;11/12/2025;municipio;WENCESLAU GUIMARÃES;FUNDO MUNICIPAL DE SAUDE FMS;6500;Sim;
1839;11/12/2025;municipio;WENCESLAU GUIMARÃES;FUNDO MUNICIPAL DE EDUCACAO - FME DO MUNICIPIO DE WENCESLAU GUIMARAES;4000;Sim;
1840;11/12/2025;municipio;WENCESLAU GUIMARÃES;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL;4000;Sim;
1841;11/12/2025;municipio;WENCESLAU GUIMARÃES;MUNICIPIO DE WENCESLAU GUIMARAES;5000;Sim;
1842;11/12/2025;municipio;WENCESLAU GUIMARÃES;MUNICIPIO DE WENCESLAU GUIMARAES;10000;Sim;
1843;11/12/2025;municipio;BOTUPORÃ;MUNICIPIO DE BOTUPORA;11500;Sim;
1844;11/12/2025;municipio;BOTUPORÃ;FUNDO MUNICIPAL DE SAUDE DO MUNICIPIO DE BOTUPORA;8050;Sim;
1845;11/12/2025;municipio;BOTUPORÃ;FUNDO MUNICIPAL DE EDUCACAO-FME;8050;Sim;
1846;11/12/2025;municipio;CAMPO ALEGRE DE LOURDES;MUNICIPIO DE CAMPO ALEGRE DE LOURDES;12000;Não;
1847;11/12/2025;municipio;CAMPO ALEGRE DE LOURDES;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL;6000;Não;
1848;11/12/2025;municipio;CAMPO ALEGRE DE LOURDES;NOME EMPRESARIAL FUNDO MUNICIPAL DE SAUDE CAMPO ALEGRE DE LOURDES;7000;Não;
1849;11/12/2025;municipio;CAMPO ALEGRE DE LOURDES;FUNDO MUNICIPAL DE EDUCACAO DE CAMPO ALEGRE DE LOURDES;7000;Sim;
1850;11/12/2025;municipio;CARDEAL DA SILVA;MUNICIPIO DE CARDEAL DA SILVA;9000;Sim;
1851;11/12/2025;municipio;CARDEAL DA SILVA;FUNDO MUNICIPAL DE SAUDE DE CARDEAL DA SILVA;4500;Sim;
1852;11/12/2025;municipio;CARDEAL DA SILVA;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL;4500;Sim;
1853;11/12/2025;municipio;CARDEAL DA SILVA;MUNICIPIO DE CARDEAL DA SILVA;18000;Sim;
1854;11/12/2025;municipio;ITABUNA;FUNDACAO ITABUNENSE DE CULTURA E CIDADANIA;9000;Sim;
1855;11/12/2025;municipio;CONDE;MUNICIPIO DE CONDE;20000;Sim;
1856;11/12/2025;municipio;CONDE;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE CONDE;5000;Sim;
1857;11/12/2025;municipio;CONDE;FUNDO MUNICIPAL DE EDUCACAO - FME;5000;Sim;
1858;11/12/2025;municipio;CONDE;FUNDO MUNICIPAL DE SAUDE DE CONDE;5000;Sim;
1859;11/12/2025;municipio;CONDE;FUNDO MUNICIPAL DE EDUCACAO - FME;35000;Sim;
1860;11/12/2025;municipio;GLÓRIA;MUNICIPIO DE GLORIA;18000;Sim;
1861;11/12/2025;municipio;GLÓRIA;FUNDO MUNICIPAL DE ASSISTENCIA E BEM - ESTAR SOCIAL - FUMABES;3000;Sim;
1862;11/12/2025;municipio;GLÓRIA;SECRETARIA MUNICIPAL DE EDUCACAO DE GLORIA-BA;4000;Sim;
1863;11/12/2025;municipio;GLÓRIA;FMS-FUNDO MUNICIPAL DE SAUDE;5000;Sim;
1865;11/12/2025;municipio;GUARATINGA;MUNICIPIO DE GUARATINGA;10000;Sim;
1866;11/12/2025;municipio;GUARATINGA;FUNDO MUNICIPAL DE SAUDE DE GUARATINGA;7500;Sim;
1867;11/12/2025;municipio;GUARATINGA;FUNDO MUNICIPAL DE EDUCACAO - FME;7500;Sim;
1869;11/12/2025;municipio;JIQUIRIÇÁ;FUNDO MUNICIPAL DE EDUCACAO - FMED;910,2;;
1870;11/12/2025;municipio;JIQUIRIÇÁ;FUNDO MUNICIPAL DE SAUDE DE JIQUIRICA;910,2;;
1871;11/12/2025;municipio;IBIRAPITANGA;MUNICIPIO DE IBIRAPITANGA;15500;Sim;
1872;11/12/2025;municipio;IBIRAPITANGA;FUNDO MUNICIPAL DE EDUCACIONAL - FME;5000;Sim;
1873;11/12/2025;municipio;IBIRAPITANGA;FUNDO MUNICIPAL DE SAUDE IBIRAPITANGA;5000;Sim;
1875;11/12/2025;municipio;IBOTIRAMA;PREFEITURA MUNICIPAL DE IBOTIRAMA;22000;Sim;
1876;11/12/2025;municipio;IBOTIRAMA;FUNDO MUNICIPAL DE SAUDE;5000;Sim;
1877;11/12/2025;municipio;IBOTIRAMA;FUNDO MUNICIPAL DE EDUCACAO - FME;3000;Sim;
1878;11/12/2025;municipio;IBOTIRAMA;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE IBOTIRAMA;3000;Sim;
1879;11/12/2025;municipio;IBOTIRAMA;PREFEITURA MUNICIPAL DE IBOTIRAMA;33000;Sim;
1880;11/12/2025;municipio;IGRAPIÚNA;MUNICIPI DE IGRAPIUNA;7000;Sim;
1881;11/12/2025;municipio;IGRAPIÚNA;FUNDO MUNICIPAL DE SAUDE;6000;Sim;
1882;11/12/2025;municipio;IGRAPIÚNA;FUNDO MUNICIPAL DE EDUCACAO DE IGRAPIUNA;6000;Sim;
1883;11/12/2025;municipio;IGRAPIÚNA;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL;4000;Sim;
1884;11/12/2025;municipio;IGRAPIÚNA;MUNICIPI DE IGRAPIUNA;7000;Sim;
1885;11/12/2025;municipio;IGRAPIÚNA;FUNDO MUNICIPAL DE SAUDE;6000;Sim;
1886;11/12/2025;municipio;IGRAPIÚNA;FUNDO MUNICIPAL DE EDUCACAO DE IGRAPIUNA;6000;Sim;
1887;11/12/2025;municipio;IGRAPIÚNA;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL;4000;Sim;
1888;11/12/2025;municipio;ITAJU DO COLÔNIA;MUNICIPIO DE ITAJU DO COLONIA;9000;Sim;
1889;11/12/2025;municipio;ITAJU DO COLÔNIA;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL;4000;Sim;
1890;11/12/2025;municipio;ITAJU DO COLÔNIA;FUNDO MUNICIPAL DE EDUCACAO DE ITAJU DO COLONIA;4500;Sim;
1891;11/12/2025;municipio;ITAJU DO COLÔNIA;FUNDO MUNICIPAL DE SAUDE ITAJU DO COLONIA;4500;Sim;
1892;11/12/2025;municipio;ITAJU DO COLÔNIA;FUNDO MUNICIPAL DE EDUCACAO DE ITAJU DO COLONIA;22000;;
1893;11/12/2025;municipio;ITUBERÁ;MUNICIPIO DE ITUBERA;17500;Sim;
1894;11/12/2025;municipio;ITUBERÁ;FUNDO MUNICIPAL DE SAUDE DE ITUBERA;4500;Sim;
1895;11/12/2025;municipio;ITUBERÁ;FUNDO MUNICIPAL DE EDUCACAO - FME;4500;Sim;
1896;11/12/2025;municipio;ITUBERÁ;FUNDO MUNICIPAL DE ASSISTENCIA SOCIA;4500;Não;
1898;11/12/2025;municipio;JAGUARIPE;MUNICIPIO DE JAGUARIPE;13000;Não;
1899;11/12/2025;municipio;JAGUARIPE;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS DE JAGUARIPE;3000;Sim;
1900;11/12/2025;municipio;JAGUARIPE;SECRETARIA MUNICIPAL DE EDUCACAO DE JAGUARIPE;7000;Sim;
1901;11/12/2025;municipio;JAGUARIPE;FUNDO MUNICIPAL DE SAUDE;7000;Sim;
1903;11/12/2025;municipio;LAMARÃO;MUNICIPIO DE LAMARAO;9000;Sim;
1904;11/12/2025;municipio;LAMARÃO;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL;4000;Sim;
1905;11/12/2025;municipio;LAMARÃO;SECRETARIA MUNICIPAL DE EDUCACAO, CULTURA, ESPORTE E LAZER - SMECEL;4500;Sim;
1906;11/12/2025;municipio;LAMARÃO;FUNDO MUNICIPAL DE SAUDE - FMS;4500;Sim;
1907;11/12/2025;municipio;LAMARÃO;SECRETARIA MUNICIPAL DE EDUCACAO, CULTURA, ESPORTE E LAZER - SMECEL;22000;;
1908;12/12/2025;municipio;OLIVEIRA DOS BREJINHOS;PREFEITURA MUNICIPAL DE OLIVEIRA DOS BREJINHOS;38000;Sim;
1909;12/12/2025;municipio;GLÓRIA;MUNICIPIO DE GLORIA;30000;Sim;
1910;15/12/2025;municipio;SANTO ESTÊVÃO;MUNICIPIO DE SANTO ESTEVAO;15000;Sim;
1913;15/12/2025;municipio;SANTO ESTÊVÃO;SECRETARIA DA EDUCACAO;5000;Sim;
1914;15/12/2025;municipio;SANTO ESTÊVÃO;FUNDO MUNICIPAL DE SAUDE DE SANTO ESTEVAO;5000;Sim;
1916;15/12/2025;municipio;SANTO ESTÊVÃO;SECRETARIA DA EDUCACAO;25000;Sim;
1917;15/12/2025;municipio;BOA VISTA DO TUPIM;MUNICIPIO DE BOA VISTA DO TUPIM;23000;Sim;
1918;15/12/2025;municipio;ITUBERÁ;MUNICIPIO DE ITUBERA;31000;Não;
1919;16/12/2025;municipio;GUARATINGA;MUNICIPIO DE GUARATINGA;25000;Sim;
1920;16/12/2025;municipio;JAGUARIPE;MUNICIPIO DE JAGUARIPE;30000;Não;
1921;16/12/2025;municipio;ITAJU DO COLÔNIA;MUNICIPIO DE ITAJU DO COLONIA;22000;Sim;
1922;17/12/2025;camara;GLÓRIA;CAMARA MUNICIPAL DE GLORIA;10600;Sim;
1923;17/12/2025;municipio;BOA VISTA DO TUPIM;MUNICIPIO DE BOA VISTA DO TUPIM;4000;Sim;
1924;17/12/2025;municipio;MUQUÉM DE SÃO FRANCISCO;MUNICIPIO DE MUQUEM DO SAO FRANCISCO;27000;Sim;
1925;22/12/2025;camara;APORÁ;CAMARA MUNICIPAL DE APORA;4500;Sim;
1;06/01/2026;municipio;SALVADOR;MARCONE AMARAL COSTA JUNIOR;9000;Sim;
1926;16/01/2026;camara;APORÁ;CAMARA MUNICIPAL DE APORA;15000;;
1927;16/01/2026;camara;APORÁ;CAMARA MUNICIPAL DE APORA;3000;;
1928;16/01/2026;camara;APORÁ;CAMARA MUNICIPAL DE APORA;7000;;
1929;16/01/2026;camara;APORÁ;CAMARA MUNICIPAL DE APORA;4500;;
1930;16/01/2026;camara;APORÁ;CAMARA MUNICIPAL DE APORA;4500;;
1931;16/01/2026;camara;CAMAMU;CAMAMU CAMARA DE VEREADORES;8750;Sim;
1932;16/01/2026;camara;CAMPO ALEGRE DE LOURDES;CAMARA MUNICIPAL DE CAMPO ALEGRE DE LOURDES;9000;Sim;
1933;16/01/2026;camara;CAMPO ALEGRE DE LOURDES;CAMARA MUNICIPAL DE CAMPO ALEGRE DE LOURDES;7500;Sim;
1934;16/01/2026;camara;MUQUÉM DE SÃO FRANCISCO;CAMARA MUNICIPAL DE MUQUEM DO SAO FRANCISCO;10000;Sim;
1935;16/01/2026;camara;MUQUÉM DE SÃO FRANCISCO;CAMARA MUNICIPAL DE MUQUEM DO SAO FRANCISCO;2500;Sim;
1936;16/01/2026;camara;MUQUÉM DE SÃO FRANCISCO;CAMARA MUNICIPAL DE MUQUEM DO SAO FRANCISCO;4500;Sim;
1937;16/01/2026;camara;OLIVEIRA DOS BREJINHOS;CÂMARA MUNICIPAL DE OLIVEIRA DOS BREJINHOS;10230,77;Sim;
1938;16/01/2026;camara;OLIVEIRA DOS BREJINHOS;CÂMARA MUNICIPAL DE OLIVEIRA DOS BREJINHOS;4700;Sim;
1939;16/01/2026;camara;OLIVEIRA DOS BREJINHOS;CÂMARA MUNICIPAL DE OLIVEIRA DOS BREJINHOS;4000;Sim;
1940;16/01/2026;camara;QUIJINGUE;CAMARA MUNICIPAL DE QUIJINGUE;9000;Sim;
1941;16/01/2026;camara;QUIJINGUE;CAMARA MUNICIPAL DE QUIJINGUE;4000;Sim;
1942;16/01/2026;camara;QUIJINGUE;CAMARA MUNICIPAL DE QUIJINGUE;3500;Sim;
1943;16/01/2026;camara;RAFAEL JAMBEIRO;RAFAEL JAMBEIRO CAMARA MUNICIPAL;10000;Sim;
1944;16/01/2026;camara;RAFAEL JAMBEIRO;RAFAEL JAMBEIRO CAMARA MUNICIPAL;5000;Sim;
1945;16/01/2026;camara;RAFAEL JAMBEIRO;RAFAEL JAMBEIRO CAMARA MUNICIPAL;5000;Sim;
1946;16/01/2026;camara;SANTA BÁRBARA;CAMARA MUNICIPAL DE VEREADORES DE SANTA BARBARA B;9401,4;Sim;
1947;16/01/2026;camara;SANTA BÁRBARA;CAMARA MUNICIPAL DE VEREADORES DE SANTA BARBARA B;4500;Sim;
1948;16/01/2026;camara;SANTA BÁRBARA;CAMARA MUNICIPAL DE VEREADORES DE SANTA BARBARA B;4800;Sim;
1949;16/01/2026;camara;SÁTIRO DIAS;CAMARA MUNICIPAL DE SATIRO DIAS;18000;Sim;
1950;16/01/2026;camara;SÁTIRO DIAS;CAMARA MUNICIPAL DE SATIRO DIAS;9600;Sim;
1951;16/01/2026;camara;SÁTIRO DIAS;CAMARA MUNICIPAL DE SATIRO DIAS;8400;Sim;
1952;16/01/2026;camara;VALENÇA;VALENCA-CAMARA MUNICIPAL DE VEREADORES;15000;Sim;
1953;16/01/2026;camara;GLÓRIA;CAMARA MUNICIPAL DE GLORIA;11072,76;Sim;
1954;16/01/2026;camara;GLÓRIA;CAMARA MUNICIPAL DE GLORIA;6267,6;Sim;
1955;20/01/2026;municipio;PAULO AFONSO;CONSORCIO PUBLICO INTERFEDERATIVO DE SAUDE DA REGIAO DE PAULO AFONSO;10000;Sim;
1956;20/01/2026;camara;APORÁ;CAMARA MUNICIPAL DE APORA;4500;Sim;
1957;20/01/2026;camara;APORÁ;CAMARA MUNICIPAL DE APORA;4500;Sim;
1958;20/01/2026;camara;APORÁ;CAMARA MUNICIPAL DE APORA;16500;Sim;
1959;20/01/2026;camara;APORÁ;CAMARA MUNICIPAL DE APORA;8750;Sim;
1960;21/01/2026;camara;SANTA BÁRBARA;CAMARA MUNICIPAL DE VEREADORES DE SANTA BARBARA B;4500;;
1961;21/01/2026;camara;SANTA BÁRBARA;CAMARA MUNICIPAL DE VEREADORES DE SANTA BARBARA B;4800;;
1962;26/01/2026;municipio;IBIRATAIA;MUNICIPIO DE IBIRATAIA;20000;Sim;
1963;27/01/2026;municipio;ANDORINHA;MUNICIPIO DE ANDORINHA;12050;Sim;
1964;27/01/2026;municipio;ANDORINHA;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL;6000;Sim;
1965;27/01/2026;municipio;ANDORINHA;SECRETARIA MUNICIPAL DE EDUCACAO;8000;Sim;
1966;27/01/2026;municipio;ANDORINHA;FUNDO MUNICIPAL DE SAUDE DE ANDORINHA;8000;Sim;
1967;27/01/2026;municipio;ANDORINHA;MUNICIPIO DE ANDORINHA;14000;Sim;
1968;27/01/2026;municipio;SANTA BÁRBARA;MUNICIPIO DE SANTA BARBARA;15000;Sim;
1969;27/01/2026;municipio;SANTA BÁRBARA;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS;4500;Sim;
1970;27/01/2026;municipio;SANTA BÁRBARA;SECRETARIA MUNICIPAL DE EDUCACAO DE SANTA BARBARA;6500;Sim;
1971;27/01/2026;municipio;OLIVEIRA DOS BREJINHOS;UMSAUDE - FUNDO MUNICIPAL DE SAUDE DE SANTA BARBARA;6500;Sim;
1972;27/01/2026;municipio;BARRA DO ROCHA;MUNICIPIO DE BARRA DO ROCHA;10000;Não;
1973;27/01/2026;municipio;BARRA DO ROCHA;SECRETARIA MUNICIPAL DE EDUCACAO, CULTURA, ESPORTES E LAZER;4600;Não;
1974;27/01/2026;municipio;BARRA DO ROCHA;FUNDO MUNICIPAL DE SAUDE DE BARRA DO ROCHA-BA;4400;Não;
1975;27/01/2026;municipio;BOTUPORÃ;MUNICIPIO DE BOTUPORA;14375;Sim;
1976;27/01/2026;municipio;OLIVEIRA DOS BREJINHOS;SECRETARIA MUNICIPAL DE EDUCACAO, CULTURA, ESPORTES E LAZER;4600;;
1977;27/01/2026;municipio;OLIVEIRA DOS BREJINHOS;FUNDO MUNICIPAL DE SAUDE DE BARRA DO ROCHA-BA;4400;;
1978;27/01/2026;municipio;BOTUPORÃ;FUNDO MUNICIPAL DE EDUCACAO-FME;10062,5;Sim;
1979;27/01/2026;municipio;BOTUPORÃ;FUNDO MUNICIPAL DE SAUDE DO MUNICIPIO DE BOTUPORA;10062,5;Sim;
1980;27/01/2026;municipio;BURITIRAMA;MUNICIPIO DE BURITIRAMA;14000;Sim;
1981;27/01/2026;municipio;BURITIRAMA;SECRETARIA MUNICIPAL DE EDUCACAO;9000;Sim;
1982;27/01/2026;municipio;BURITIRAMA;FUNDO MUNICIPAL DE SAUDE DE BURITIRAMA;9000;Sim;
1983;27/01/2026;municipio;BURITIRAMA;MUNICIPIO DE BURITIRAMA;8100;Sim;
1984;27/01/2026;municipio;OLIVEIRA DOS BREJINHOS;MUNICIPIO DE BOM JESUS DA LAPA;23100;Sim;
1985;27/01/2026;municipio;BOM JESUS DA LAPA;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS;3300;Sim;
1986;27/01/2026;municipio;OLIVEIRA DOS BREJINHOS;FUNDO MUNICIPAL DE EDUCACAO DO MUNICIPIO DE BOM JESUS DA LAPA;3300;Sim;
1987;27/01/2026;municipio;OLIVEIRA DOS BREJINHOS;NOME EMPRESARIAL FUNDO MUNICIPAL DE SAUDE DE BOM JESUS DA LAPA;3300;Sim;
1988;27/01/2026;municipio;OLIVEIRA DOS BREJINHOS;MUNICIPIO DE BOM JESUS DA LAPA;16500;Sim;
1989;27/01/2026;municipio;CARDEAL DA SILVA;MUNICIPIO DE CARDEAL DA SILVA;11250;;
1990;27/01/2026;municipio;CARDEAL DA SILVA;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL;5625;Sim;
1991;27/01/2026;municipio;CARDEAL DA SILVA;FUNDO MUNICIPAL DE SAUDE DE CARDEAL DA SILVA;5625;Sim;
1992;27/01/2026;municipio;CAMPO ALEGRE DE LOURDES;MUNICIPIO DE CAMPO ALEGRE DE LOURDES;12000;Não;
1993;27/01/2026;municipio;CAMPO ALEGRE DE LOURDES;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL;6000;Não;
1994;27/01/2026;municipio;CAMPO ALEGRE DE LOURDES;NOME EMPRESARIAL FUNDO MUNICIPAL DE SAUDE CAMPO ALEGRE DE LOURDES;7000;Não;
